c_x,c_y,c_t,a1,b1,c1,a2,c2
7,7,3.6518008896978373,1,2,8,0.9370106211389115,4
7,7,1.4844895142911594,3,1,8,2.273056232905284,2
4,7,4.12969884834828,3,2,4,1.3445955972143424,2
3,5,4.635646936318602,1,2,1,2.6533258781980087,2
8,9,3.369585542401564,2,3,3,2.9178318207942273,0
6,6,3.411017952058893,1,3,8,2.4536696973120495,2
2,4,1.3005929752414915,1,1,4,1.5526557671361867,1
9,4,4.087320926837011,3,1,2,1.499245533632977,2
3,7,1.7583117114803333,1,3,8,0.623869050598123,0
6,6,1.6303617087835134,1,2,6,2.807924322418375,4
2,3,1.3829796615307601,2,3,5,2.5661510092545146,1
6,2,3.3460880479152753,1,3,7,0.8586201665632385,3
8,9,4.625949760271865,3,3,5,2.544439931845527,2
4,9,3.273003487957883,1,3,3,2.3759371030192273,2
7,8,4.161466684703054,1,3,6,2.8980622385358923,0
2,1,4.246916165528383,2,1,8,2.4701857552349074,2
7,4,3.361486462074838,1,3,7,1.373293975729419,3
7,3,1.3157314657572212,1,3,6,2.7672642794576308,4
2,9,2.33924988381347,1,2,6,1.1385722224358668,3
6,7,4.370058336837328,1,2,6,1.2135213365836068,1
9,2,1.3109285190654019,2,1,1,0.8618367891916927,4
2,5,1.5115681264083491,1,3,3,2.541419834737555,0
1,6,1.0114767301541927,2,2,5,1.3445158631798901,4
5,7,4.149244087052322,2,2,7,1.0447763257565943,0
5,7,1.7533239965495255,2,1,1,1.905750895764992,4
6,7,3.6585816003629192,2,1,5,1.3484314959118444,1
7,9,4.180824692059881,3,3,1,2.488954302088623,2
3,5,3.2210453649634676,3,1,3,1.7230176578552145,2
4,1,4.855971614482408,2,1,8,2.0134867887533034,3
9,9,1.9925465513036698,3,2,1,0.9415337792618124,0
1,6,3.6079592657943933,1,1,1,2.4044726648925554,0
2,9,1.4291359872127796,3,1,7,2.603334835478524,0
7,6,4.996467286367663,1,3,2,1.648327628057689,3
1,4,2.4090008115399058,2,1,9,2.4401481345268166,4
3,3,1.763376662779884,2,1,7,0.5960225768723397,0
1,3,3.8523665504154834,3,3,3,1.4441408921546837,1
1,1,4.536405658080049,2,2,3,0.8753657328928867,3
3,1,1.712644867096604,3,1,3,2.664333492360719,3
5,3,1.4897444174384615,3,1,2,2.2936450437165106,1
4,7,3.2897129294613596,2,2,8,1.865923038031542,1
7,5,3.841713493044595,1,2,2,0.8079937582332601,2
1,9,1.7031782303514387,2,3,4,0.9147014418451409,0
9,4,1.8729791733672765,3,2,8,1.2200974038580334,0
1,3,4.517232879237648,2,3,4,1.8860725105559037,3
3,3,3.0500530371145897,1,1,6,2.1149983185676144,4
2,3,3.0881293299736816,3,2,4,1.7592799130169907,0
5,7,2.473684814926851,1,3,9,1.348068244122283,4
6,6,2.3391128763719493,2,3,2,2.2790628253851164,1
5,1,2.9327307486806222,1,2,8,2.5145493811986577,1
8,9,1.4020143387211967,3,1,9,1.377842223409462,2
5,1,2.8231595969986576,2,1,4,2.7064173105796154,4
8,4,3.055375648319914,1,1,6,2.2666581198175466,2
5,7,2.7598717845611898,3,2,9,2.548084362349601,1
6,5,3.8232646239361303,3,3,1,1.723105808071696,1
7,3,1.9838478192411797,3,1,2,1.4968250809197456,4
6,3,4.919977872609935,1,1,5,1.1582289534374124,0
4,5,3.1748776449647598,3,2,8,1.9522025868120845,3
8,6,1.8145177684392442,1,1,5,1.787856573806207,2
3,4,4.4972126901862275,3,1,5,2.5896703982768123,3
8,8,1.680590665994822,2,1,1,1.8457543058651402,2
6,7,2.9585839330320813,2,2,3,2.0593394526358297,2
6,8,4.658582629911747,1,3,2,1.4765775770073748,4
9,5,2.538570154428608,1,1,5,1.489679376322648,1
8,9,3.5439581481880493,2,2,9,2.4553828316066526,1
3,6,1.8255963281253589,2,3,5,0.8099627412052699,1
8,3,1.5302806777638245,2,1,6,2.0851114283391343,4
8,7,4.82434900440615,2,2,3,1.147331442024657,2
6,8,4.409907380059876,3,3,1,1.3675843787748203,2
7,9,2.3175843053332112,3,2,1,1.9251203132987957,4
7,3,3.2455554435314182,1,2,8,2.8881868286902503,1
9,8,3.8588434171875536,2,2,6,2.6017254482813716,1
2,4,3.5283450020018257,1,3,8,1.4494270454844318,0
9,6,1.1646374872705492,1,3,3,1.92146448014938,3
8,3,1.8107399977371803,3,2,5,2.142233499339514,2
8,5,3.5538933946174414,3,3,3,2.43360112203343,0
7,8,2.8256792996501727,1,3,7,0.7344099916025864,2
6,6,3.4397692947895737,3,2,2,1.5424320346251474,3
1,4,2.349104042110377,3,2,6,2.8679962820775,4
1,2,1.2111392462905242,1,1,6,0.9341864318561082,3
9,1,1.1419984807047552,2,1,5,2.3122037933442137,4
2,4,2.157219412587425,3,2,6,1.048648021606476,2
2,6,3.4955665518679075,3,3,3,2.9736265093284353,3
2,1,3.6102488846609813,1,2,4,1.9585039001296587,1
3,8,2.4006575901753124,2,3,4,2.727762231903719,1
2,3,2.696121397084261,2,1,5,0.7610154987948266,0
9,7,2.0528749111839004,3,1,4,2.6752853988883345,0
8,1,4.496713475508563,2,3,6,1.248179851566049,1
7,9,2.1055143070364415,1,1,5,2.6052613438949686,3
6,3,3.414013219407836,2,2,2,1.225953569325605,4
5,4,1.9569320982109448,1,1,4,1.807487911454819,4
2,5,3.737213641685676,2,2,2,1.7286919757258952,1
7,8,2.070119534048496,1,3,3,2.8236798636268277,2
7,9,4.4220565300225,2,1,6,2.9893779252385513,4
2,1,2.784032507313552,3,3,3,2.7586287117982,1
6,8,2.2404877128042355,2,1,4,0.9136956077407933,3
3,1,4.543407808932125,2,1,1,1.7790568461375262,2
3,8,3.357604180488778,3,1,2,0.9733702253820429,4
2,5,2.928788657662733,2,2,5,1.492097091190347,4
5,5,2.442495174114628,2,3,7,2.332926195969799,1
7,5,3.3928783005052785,1,2,1,1.1836000233585926,1
2,7,3.067770570125465,2,2,3,0.7764283454406338,0
9,2,4.714804597756135,1,1,9,2.249839477945864,3
3,2,4.165153031367749,3,1,8,1.674909761389663,4
2,1,1.812255038368725,1,3,4,0.9847257573804492,0
5,9,3.8849194110679033,1,3,4,0.8627459326077809,0
1,6,2.355055558542626,1,3,4,0.9585133196306799,2
1,4,4.17539101869047,3,3,9,0.9305191020553611,0
9,3,1.4793592555893134,3,1,4,1.0327888493243351,3
5,5,3.2358553991827534,2,3,1,0.7952512829442716,2
4,9,2.4374508374298274,2,2,5,1.7928230022271596,3
3,6,3.1155329077954224,2,2,5,1.0356593626514878,3
8,5,1.78063617367977,3,2,4,2.531700881237264,1
3,9,3.15270093628088,3,1,5,1.8532158240216412,3
3,9,4.739737832129811,1,2,4,1.868134520167895,4
3,5,3.2273828756029013,3,2,5,2.858717949043721,4
5,5,3.4545251402300075,2,1,5,2.0153169078559547,2
6,6,3.1522354229624923,1,1,8,2.2703029807445283,2
8,1,3.302151652292189,1,1,1,1.3733819674485146,0
5,1,4.630604996042543,2,1,5,1.4857507973583348,3
1,2,2.668658369482824,2,2,6,0.9567569354904153,4
9,9,3.6523669193774486,3,2,3,0.5841208518515937,1
4,5,2.4128274019946017,1,1,8,2.9026648569120432,2
7,5,1.471822215397248,3,1,6,0.5452737277088935,0
7,5,3.344606947838103,2,2,8,2.292722270403189,2
4,9,3.465545334355905,1,1,6,1.2826439318065557,1
6,4,1.5603556454277183,1,1,7,1.432229065958841,4
7,8,1.9277079142557048,2,2,6,2.1840863679704756,4
1,1,3.7084040677364127,3,2,2,2.297610961443233,4
5,7,4.6174152162835735,1,2,4,2.729371257675538,0
1,6,3.4077433405371367,2,1,9,0.6190232412647718,3
2,5,3.969512120054186,3,3,6,1.2664786830160288,4
1,3,1.3723436352867675,3,2,7,1.7915899277304739,3
5,4,4.784966444923352,2,2,4,2.677082615116496,0
6,5,3.632429409692139,3,3,9,1.6463231858745713,3
8,9,3.3135676399463683,1,3,1,2.8504841430134076,1
1,8,2.251592640693124,2,1,7,1.5406140086537266,0
5,6,4.002591872356016,1,3,7,0.8253899511108973,3
8,7,1.5656575226982294,1,1,8,1.640901643583622,4
5,2,1.062242484644738,2,2,5,1.3572144095840584,1
5,9,1.2376893691445603,1,1,4,0.9817252704378241,2
4,3,1.1488705944179944,1,3,9,1.8830872111993144,0
5,6,4.996935985766453,2,1,9,2.9501049030822992,4
7,4,4.881011990314086,1,3,5,2.0887186565450966,2
8,6,4.117060184165987,3,1,9,0.9220933750205915,2
7,8,3.022576521258449,1,1,8,1.7538065122707578,1
9,6,3.8585127990383365,3,2,4,2.0576849011750222,2
1,3,3.717138967490342,2,2,5,1.1063013230895988,4
2,8,2.9283953672550163,1,1,2,0.634556543023381,2
7,2,4.232557044609312,3,3,3,2.328808297414958,0
6,9,3.66505558252135,2,3,8,0.732710827041025,3
2,1,2.901753914699251,1,3,9,2.1540023715836805,1
9,8,4.2032409518776435,2,3,3,0.7020840203845731,0
7,7,3.5014155386750376,3,1,7,1.6097233538916063,3
9,3,2.9537833240671585,1,1,2,2.6966179205336895,3
2,9,4.674930533877152,2,2,4,2.768924036006012,1
5,5,1.8949875018663787,3,3,3,0.7454942857763687,2
3,7,1.8007733056748698,2,2,2,2.521470741165642,3
1,4,4.390656178378004,1,1,7,1.6173579006521854,4
9,7,4.6768115649663375,3,1,2,1.2814682745707433,2
4,9,3.566683232845732,1,1,4,0.9046914854129818,0
3,3,1.2780635549034036,3,3,4,2.178274733191771,2
4,2,1.1119805824499425,1,1,5,0.6523543605439776,1
4,8,3.515697878730634,1,3,4,1.3847765585465823,2
2,1,3.300870361414703,2,2,9,1.6390956344738001,0
5,8,1.0080844178452248,3,2,4,1.8206318184009107,2
3,1,3.0475535591012637,2,1,8,2.7053206708269153,2
6,8,2.1675990563216434,2,2,8,0.6874756129543695,2
7,9,4.786702916248986,1,3,1,2.6050466113941875,0
9,2,2.9631893272117513,3,2,2,2.2902470898876723,1
7,3,2.1299555484385584,2,3,5,1.7101992698606971,2
3,8,4.959151034492084,1,2,8,1.6326791966715921,4
5,4,1.2078543020207575,3,3,8,0.9581540577285015,2
4,8,2.9553540630964528,1,2,3,2.604509574995083,0
3,8,1.8025716628634743,2,1,8,2.3011471610719827,1
3,5,1.5069355258464525,1,2,5,0.7285217281185237,1
7,3,2.574932800448802,1,3,8,1.5312141530593408,1
6,6,4.541566003702086,2,2,4,2.8312036429587937,2
1,2,2.360304746868403,3,3,1,2.617711990329418,4
3,2,3.518080478525524,2,2,6,2.443753064958678,4
8,7,3.011696941509695,3,1,5,1.8072731203034382,2
3,8,2.40317554308303,1,3,6,1.9572679151000885,2
4,1,1.1290665098337298,1,3,3,2.2269908089791652,4
9,5,2.3189558981804654,1,1,2,0.8925353450962277,4
5,1,4.182811647475095,3,3,6,2.845746818952536,4
6,2,1.9119752525722462,3,2,6,1.518978309696512,1
5,8,4.346411902472118,2,1,3,1.6932499881197072,1
9,7,2.307549660274246,1,3,1,2.9739808689569176,3
1,5,1.2719665340550415,1,3,1,1.6019026019512457,0
3,2,1.7450268734695191,3,1,2,1.312661340373901,3
1,8,2.261766665073334,2,1,3,1.1442811867485163,2
4,9,2.3209436101236647,2,1,5,1.1688288237399695,2
1,4,1.2107580424621704,3,2,9,2.9982426973051823,1
1,7,1.6518264573915795,1,3,9,1.0705614493752984,1
4,2,3.828077028437462,3,3,1,2.2019883453924765,4
3,1,4.557081157431421,2,2,5,1.8034567156315144,1
4,7,1.3159102206561437,1,2,4,0.5435050089564071,1
2,3,4.367645680865531,1,1,7,2.2634030267640304,2
1,3,3.1643479985288723,2,3,5,1.117547138458099,3
6,7,1.866270010488717,3,2,8,2.771810112938683,2
2,2,3.4135408849203097,1,2,3,1.5844787558640276,4
9,9,1.3729941519952429,1,2,1,1.6861787730991447,1
3,1,3.329422108434168,3,1,9,2.2069241064708933,3
4,9,2.7085091475652425,2,3,1,0.5698821096104632,4
9,7,1.7111157215349047,2,1,4,2.7012778269384086,3
7,1,4.367303349585545,3,3,4,1.526070508301447,1
9,4,3.3931802411691834,2,3,2,0.5569581316107587,3
2,1,1.0611264973213865,1,3,7,2.229776080362665,1
9,9,4.244578576501159,2,2,8,2.4824280192319867,0
7,7,3.2367803282147873,2,3,4,2.1667593318716234,3
6,2,1.8934723148824881,1,3,1,1.1974430883377456,1
5,1,3.825030390730343,1,1,2,1.5155713768856347,1
9,5,2.4937194388500865,1,1,4,1.2747126658946244,3
2,9,1.1596217151837753,1,3,1,1.8115302396287127,1
7,3,1.6177346047039656,3,1,4,2.1582387148501025,2
7,1,1.5462546087256532,1,3,5,0.9952608664660574,4
7,1,2.7567172507108717,1,3,7,0.8115107746557713,2
8,9,2.1048886757034753,3,2,4,0.6789330641424605,1
9,6,1.2504427045271989,3,1,6,1.8438439150898454,0
9,3,3.4603233482228632,1,1,5,1.8201685306207183,1
2,8,3.6454147501437677,3,1,1,1.9785996191632325,3
7,3,1.8044886986385658,1,1,1,1.9015487992264777,3
5,9,1.797006779351733,1,2,2,2.1937249535811567,1
2,6,2.2430698050436346,2,3,1,1.5562105882490092,4
7,7,2.300455508108479,3,2,8,1.1337944569841558,4
2,7,4.9145985496486,3,2,4,0.9343976091208837,4
3,7,2.202191608542432,2,3,8,2.7450724074360324,2
6,9,3.424247791197418,2,2,7,2.858109747753811,2
6,1,2.1868941044267634,2,1,7,0.6389741236086548,3
8,3,3.938408660643083,2,2,3,2.8358937183597064,0
8,9,4.774814006836074,2,3,4,0.648098662320349,2
4,2,1.8620801230130715,3,3,1,2.7965639652906598,1
7,3,2.4598347663692293,2,1,3,1.8152071887521837,1
5,8,2.093818236885575,3,2,6,2.6848292803431906,2
5,8,3.5188201716205687,2,2,3,1.485891380200181,1
2,2,2.01410770940743,3,1,7,0.795304972569975,3
7,4,2.3036111945932447,1,2,1,0.9514541676147582,4
1,7,4.886981471771861,3,1,2,1.5624247709940746,2
8,7,3.2120135655645443,3,1,2,2.591980612387625,1
9,7,2.385931281732235,1,2,5,2.9194812226837,3
8,4,4.1258946022114245,3,1,2,2.0434162201770465,1
8,1,4.320169870273329,3,1,2,0.7473434463710866,3
9,4,1.1647335430384986,2,1,2,2.3237246252025345,1
9,3,1.5667173525693845,2,3,1,1.3347399977031233,3
2,5,2.9903554476479437,3,3,4,0.7910321091282888,2
2,2,4.644648001187511,3,2,8,0.7134291890471705,3
8,2,1.9253208484656632,1,2,4,0.71077326993933,2
6,9,2.0851419989905113,1,2,5,0.740331977177361,0
2,1,4.22685406387799,2,3,5,2.8566021287515566,2
9,8,4.946417728996122,1,3,1,1.3874929318972988,2
1,1,1.8444608003677883,3,3,6,0.9464006748687915,2
2,9,3.526296563980303,3,2,6,1.5303829003716072,3
3,8,2.4826300695777705,2,3,4,2.438846631148854,0
6,9,2.2067161257991623,1,2,2,0.9754582284875732,2
9,6,2.3322066934923176,2,1,9,2.9419344586856866,2
2,9,4.7933574844508975,2,1,6,1.7649532510992259,4
1,7,4.239708394524767,2,1,5,1.944241044947744,0
4,7,2.187001639627437,2,3,7,0.5337854086729272,0
7,1,4.287611505523879,3,3,3,1.3503285432024852,0
2,2,2.28631134986413,3,3,9,0.5228121969697062,2
2,4,3.9469842321259168,3,3,5,2.124743461935409,1
8,5,3.306236042014128,1,1,9,0.9210853113580135,2
8,9,2.5626384503749025,3,3,1,2.4064256600828506,1
2,7,3.137531797335523,3,2,3,0.5176877708363552,0
5,5,1.3782878152216385,1,2,3,2.5419809655190195,2
9,4,2.687852355872382,1,3,3,1.9886878753925004,0
7,9,1.8835944042782993,3,3,8,1.4632300912636682,1
9,9,3.249057607376812,3,3,7,2.2612630378491545,4
9,1,4.296830479553362,2,2,6,2.2317309919833708,4
3,7,4.902636331888429,3,1,6,1.1990243271589112,1
6,5,2.522014017521157,1,3,6,2.6306322236876527,3
6,4,3.0385542616548626,3,1,5,2.8348494920609855,1
5,7,3.150487601777607,2,2,3,2.9389989763251982,4
7,5,2.961960368869632,2,3,5,1.1893517562623024,4
8,2,4.6219758463769836,3,1,8,0.8942821898602089,3
3,2,2.8042883808561845,3,2,8,1.7984984298450581,2
2,9,1.4437398161589243,1,3,5,0.5102225679290555,1
1,5,4.79181638179128,2,1,9,1.6504138827622887,2
7,9,1.3909639794862354,2,2,2,0.6481051437374068,3
1,8,3.6086055141362645,1,1,8,2.761532731223994,0
8,7,4.3735324349754565,2,2,6,1.6688191461353294,0
4,4,4.624391024367192,2,1,2,2.7608883859492495,3
3,1,1.7408952298816427,3,2,7,1.3743634060251835,2
2,1,2.2249451680525287,1,2,9,1.5763609080096912,3
2,7,1.90473161248575,3,3,1,1.0046404440211172,2
9,3,1.583166900620332,2,3,8,2.311054233810286,4
2,5,2.443032294244896,2,3,1,1.8317788409687497,1
1,2,3.728728174377308,2,3,5,2.619522489343913,0
9,8,2.797864052643869,3,3,9,1.6866366968564444,4
1,4,1.2161363832975725,1,3,9,0.9419016542098044,3
6,8,1.2323533570897265,1,1,7,1.3206016017498428,3
3,3,1.1211219904874907,1,3,4,1.0097178937732318,0
7,8,2.7807404248539043,3,2,7,1.0185251018587198,4
7,8,3.34026946998383,2,3,4,0.744663828004523,3
7,5,1.1832079501229193,1,3,4,2.2729087114533204,4
7,9,1.3219667078040147,3,3,6,1.0444312167802963,1
3,3,2.5796459004727734,2,1,5,2.179126600343279,3
8,3,4.83910153973317,1,1,1,0.8774725888544226,4
3,9,2.887761591155087,3,2,5,1.550943831704534,4
9,5,3.029126379400344,1,1,3,0.5917704971566113,0
4,3,1.5143591744499423,3,3,8,1.0063316208849042,4
7,6,2.9553333696686677,1,1,8,1.3543103360307922,2
3,4,1.4095933422798472,1,2,2,1.0823322680417207,0
8,7,2.5680025450533845,1,3,2,2.8217095379697663,4
4,1,1.7067435727321856,2,1,4,1.1911475620247578,1
2,9,4.1817985018868855,3,3,7,1.1336046122896402,3
8,6,3.8659394991554104,3,2,2,2.352206882090188,1
8,2,1.9831563665262917,3,3,5,1.5573377609765635,0
6,4,3.0284853074514877,3,2,7,0.8090087479696918,4
2,4,2.1311088363525412,3,1,1,0.5682709860592532,4
4,2,2.1707184720643062,2,1,3,1.8089064433758069,4
8,4,2.6782639652357383,2,1,5,0.7282958914223785,4
5,5,1.031677173388768,1,1,5,2.572011094361132,1
6,7,3.1726098992588896,3,2,2,2.872972470170389,2
2,2,3.987128926018718,2,2,7,0.5605373660198052,2
1,7,4.100241381450502,3,2,8,1.071026486712169,1
4,5,1.2981937073058467,1,3,3,1.8217932839136268,3
3,7,3.1769056892223944,1,1,2,2.8683019892112096,3
6,8,3.4195464315635276,2,2,1,1.2708457181123274,4
9,3,3.7418649164492384,1,3,2,2.4752242665909385,0
7,6,1.666308357852528,1,2,7,2.6693399554440127,1
5,7,2.080081572620087,1,3,1,1.5206521977979177,1
8,5,2.6469443896092333,3,1,4,2.443293497589869,3
5,3,4.898627445324971,2,3,2,1.926538477968292,0
8,6,1.196803007831647,2,2,1,0.7168175346524226,1
9,5,2.0766633965078287,1,2,7,2.9412086144490215,4
9,5,2.392634417303794,2,1,6,2.8307150255939684,2
2,4,2.177188913960352,3,2,3,1.3565512006462632,2
1,3,2.3790167886580686,3,2,8,1.1135741576744294,0
6,6,3.1315918881146962,2,1,6,1.3248664875402756,4
9,5,3.0670528561199384,3,3,8,2.3714280138617996,4
7,8,3.9104516480702247,2,2,9,1.7287866015940772,2
2,7,1.1610171876189201,1,3,3,1.4387881977989931,2
3,2,3.5286575946944434,2,3,6,1.2195719661195363,3
5,1,1.5349857311438666,2,3,2,2.397595081270569,4
4,3,1.2247002496509003,1,3,6,2.695283754927295,1
7,4,4.120188136829011,1,2,6,1.5708033891259512,1
9,6,3.1270988947166756,3,3,6,1.3961836780041006,0
4,3,1.9099018599199233,2,1,9,2.1612708833176,3
3,6,4.359193257316438,3,3,9,2.2510612787946043,3
7,6,4.506445200031889,2,2,1,2.7442099860729785,3
6,7,4.822693900596226,3,2,3,1.514743865182974,3
1,3,3.5486175180816737,3,2,1,1.5778191300049846,4
6,1,1.3629438400546086,3,3,2,2.3279609692316,1
1,5,2.1325701343728087,2,2,8,2.620616540909111,4
9,4,3.666058538705696,3,3,4,1.3098947139524948,2
5,1,2.303848043523665,3,2,8,1.6463635863802282,3
2,9,2.557363628959841,3,2,1,0.558565500872596,1
2,8,1.6863493306874453,2,2,2,2.3939591673283873,2
2,4,1.1386921072806282,1,2,7,2.164435549815976,4
4,2,4.873381968698935,3,3,8,2.9286221523785776,4
2,9,3.5006849651819727,1,2,9,1.311484136813561,4
9,9,1.4963762933072364,3,3,6,0.9918059851976211,1
3,9,1.1613820360010196,2,3,9,2.0551841498275105,1
8,1,2.8239347026287156,1,3,9,1.1311554346407204,1
2,3,2.1422265680037937,2,2,8,2.953986446664943,4
6,1,4.562490962794941,2,1,5,2.9796029576413496,2
8,6,4.4611862874873625,3,1,7,2.426715289603184,4
2,7,3.92955497189774,3,3,3,1.3384713151582965,1
7,4,1.8354231246731083,2,2,5,1.7197751379327268,2
4,6,3.284231137431533,1,1,2,2.877305915803951,2
1,1,2.8991123949915836,2,3,5,2.2899974274195185,2
5,6,3.471049223673274,2,2,8,1.2615875330505941,4
7,9,3.9036338278740095,3,2,3,2.7016993857046376,2
5,7,1.749648184763017,2,3,4,1.6355351220619432,3
7,2,3.9302733654788606,3,3,6,1.6074147001538726,3
8,1,4.416978057831972,2,2,2,2.7699729407328415,4
6,4,2.6565031040505938,1,3,6,0.75813657146847,2
2,2,4.493806441978902,2,1,9,2.59165384911414,3
8,5,4.09721085792993,3,2,3,2.2568317734802426,3
3,3,3.593489676133967,2,2,3,2.6444307202072883,0
2,4,1.1799907632634516,2,1,6,1.6717973948482983,3
2,5,4.929100498136737,3,3,7,2.0371501597860213,2
4,1,4.295650510826619,1,2,5,2.0401980643113893,2
7,8,1.2575373482562537,2,3,3,1.1202408943519178,1
7,6,1.474123615344618,2,2,3,1.147893538558346,0
6,1,2.3686886372414735,1,3,9,2.424911370562989,2
2,5,1.7340173708172264,1,3,4,0.9728620528038017,3
5,3,4.740112713109418,3,1,8,2.172629092301298,1
1,9,4.380581326578129,3,1,3,0.6718848742644419,0
5,3,2.1895548185816107,3,2,3,1.5493185730990988,2
5,2,3.607154154063158,2,1,7,1.4429847207683673,4
6,3,1.1257529580426309,1,1,4,2.683099706614921,3
6,5,4.263206158772062,3,2,3,1.7473325618166606,3
6,3,1.3741628055306752,2,1,5,2.2251231946980963,3
4,3,3.057557421819322,1,1,5,2.2573423588021013,2
9,6,2.5007488384494243,2,2,4,0.9808348524913925,2
9,3,4.512002862744891,3,2,7,1.6306655608192437,3
5,5,4.699676106897721,2,2,8,2.518509202205144,2
1,5,3.18431989521634,2,2,4,2.3564114424151352,4
5,9,2.721538438108186,3,3,3,1.7022433079872918,1
3,4,2.3058960165141813,3,3,7,0.9558086651819091,1
4,5,4.4510871515798645,1,2,3,2.424716829618695,0
5,8,2.65590913937379,3,1,9,0.8275912017919269,0
6,5,4.215500618277106,3,2,4,1.5010112313868593,0
5,7,1.6063260966865318,1,3,8,2.28968651098717,1
4,5,1.1985662165428055,1,3,1,1.3618283910040703,1
6,9,3.979528902518714,3,2,2,2.31812851756807,4
3,5,2.5028673805339974,2,1,8,1.8898012700192977,4
7,8,3.0443881881171047,3,1,7,2.784166606936658,1
8,8,4.118138774868714,3,3,7,2.889693464457948,4
5,3,2.14580690795731,2,2,4,0.8132144409244184,2
1,6,4.45645667123959,1,2,3,1.1321515603534833,2
5,8,4.025909594026066,3,1,1,2.5046200407691526,2
3,9,1.664372690501093,1,2,7,0.8384534086613686,3
7,5,1.348703181201996,2,2,7,2.3271544961703055,1
7,4,1.143906899034508,1,3,4,1.2954271356675988,3
1,4,1.447216027733862,1,3,2,0.7970501044404183,4
8,5,1.6882003528050311,3,1,6,0.6557224787193839,2
6,3,2.7266244643031103,2,2,4,0.6568362583326544,3
3,7,2.8702034801536747,1,1,2,0.8830332530161875,2
4,7,4.193445252112417,3,2,2,0.9532675785550531,1
3,7,1.2463632886054148,1,3,8,1.909622950982469,1
3,6,1.0154403433611114,2,1,6,0.889109613166184,0
2,7,4.513992009871735,1,2,6,1.2972926151355606,0
6,1,3.534810217899438,1,1,8,2.594675873576179,3
7,3,1.5930955640487179,1,2,8,2.164024058321061,4
2,8,1.3107257410390285,3,1,4,2.767851901661135,4
6,9,4.275847780307656,1,2,3,1.9708084769421905,2
8,5,2.6183720676994713,3,1,2,2.7875262821972893,0
1,3,2.2628833844493585,1,3,1,1.4634763315737969,0
7,4,4.860977504873626,1,3,8,1.010096261894741,3
6,4,3.663575110853956,1,2,8,0.6484470143332586,3
3,9,2.7038050564680893,3,3,3,2.8167828523655407,1
4,8,3.8998141184370487,3,2,2,1.835293532776187,1
1,9,3.9115301332755408,1,1,4,2.4616966122434603,2
1,1,2.319947771564482,3,1,3,2.156471250932132,2
5,5,1.4714990188034252,2,1,3,2.9060944308428263,2
5,2,2.9055497583812278,3,3,5,2.9317618503672724,4
2,9,3.1185824694281767,3,2,5,1.8535523880882017,3
6,2,3.5380079637676913,1,2,4,1.3919518674579898,3
8,9,3.690439049104026,2,2,7,1.4121865075748294,2
7,4,2.070130659485684,3,2,7,0.9765639116452516,4
3,1,4.937774939840889,1,2,1,2.4149128247941505,4
7,3,1.466836424961357,2,2,1,1.8542707017906879,4
5,6,3.815121609535894,3,3,5,2.9037044563958387,1
7,7,3.0657936014475804,1,1,5,2.903385673625868,4
8,9,2.0900018830403133,3,1,3,1.8203028690379293,2
3,5,4.072390726313058,1,1,9,0.6842159814740894,1
3,8,2.720340894751925,2,2,4,2.624409185573578,1
7,5,4.787619934539393,1,1,3,2.2082539893909185,3
7,3,3.542291385292913,3,3,8,2.393029156401221,2
2,8,2.3713784608265898,1,3,2,2.985064587057233,0
8,7,4.795854147134801,3,3,4,1.441708501083732,4
1,1,4.642083085989776,1,3,9,1.1076378255359276,3
9,3,4.784868137724484,2,3,4,2.9512034193454566,0
2,2,2.4328728192082196,2,1,4,1.8002239837087939,2
2,4,4.395227994851833,3,1,3,0.7335618112449672,4
4,8,2.055857545882519,1,1,7,2.01231652051147,2
1,8,3.244040632023128,1,2,6,2.98624298356063,2
4,1,2.6157750922216123,1,1,9,2.8633725619186006,2
1,9,2.9406278237360644,3,1,1,0.5150422071939049,4
5,7,1.6284162726276201,2,1,1,2.2210117759917534,3
1,8,2.5064459686612164,1,3,6,0.9504884222194755,3
7,8,2.4042394208115914,3,2,6,2.1872073779355645,1
5,6,2.181864432099293,2,3,4,1.6982275300383802,4
6,3,3.6817474104976156,3,3,8,1.0040522307576234,4
6,5,2.9019853927166133,3,2,2,1.3987505001704565,0
8,6,2.8149383459619157,3,3,6,1.577545090759195,4
8,2,3.410355500709226,1,1,6,1.244204002806065,4
6,1,2.3615067330992567,3,2,4,2.57573735737903,1
4,4,3.9870777334111653,2,3,7,1.7083338904679417,0
8,4,2.4604156228031124,3,3,5,1.5373412813542608,4
4,9,3.5101076876461015,3,1,2,1.1384807620328967,3
1,7,1.2250473816825047,2,1,9,2.6311749386439582,3
5,2,4.1648010560776605,3,3,3,1.1223536994165746,3
4,1,1.202384659304553,2,2,1,0.8683918401446575,2
5,4,4.613782552454721,1,2,6,2.1772315352021434,2
8,7,3.7553635285084845,2,1,8,2.731999796988559,3
8,1,4.6544352357893395,2,3,5,2.867920140479211,0
8,8,2.9727810056681543,3,3,2,0.5299306549076817,2
7,8,3.199383210544997,1,1,8,2.883404914606216,1
2,4,2.264773580575472,3,2,3,2.407823343394627,1
6,2,3.2213752704242555,2,2,4,2.030371516203617,0
1,2,3.1324642415622272,3,1,9,1.9156938112701931,2
8,5,3.4964823421181452,1,1,3,2.204137021515987,2
8,5,4.111267131959442,3,3,7,0.9561714014656912,0
5,6,4.597833757461324,1,2,7,2.019519445095807,0
